agent,ending_value,max_equity,profit_loss,return,hit_2x_at_end,ever_hit_2x,max_drawdown,daily_volatility,sharpe_like,costs,trades,best_month_rank
Options_CommitteeVeto,2585.197548089855,2754.139037194696,1585.197548089855,1.5851975480898548,True,True,-0.16146806295311877,0.028137068223755834,1.7446279985143907,5.8911138614334755,32,1
Options_RiskRules,2493.8776120417715,2835.8173795871626,1493.8776120417715,1.4938776120417714,True,True,-0.23133679335897417,0.039387107931481244,1.4470199716160295,5.619169672981298,25,2
Options_HumanOverseer,2140.3113094404493,2297.5446233429493,1140.3113094404493,1.1403113094404493,True,True,-0.23020294428565402,0.030164762434388995,1.456964393649517,5.405669573409626,44,3
Human_QQQ_BuyHold,1393.5719354315952,1393.5719354315952,393.5719354315952,0.3935719354315952,False,False,-0.12197642618659654,0.008516649460310718,1.7863039019056597,1.0,1,4
Human_SPY_BuyHold,1285.02535948299,1285.02535948299,285.0253594829901,0.2850253594829901,False,False,-0.09140496775685103,0.006552753185946772,1.7460466271463637,1.0,1,5
Anything_CrossAssetAgent,1266.3127250992557,1317.5860332861582,266.31272509925566,0.26631272509925563,False,False,-0.12339481572477529,0.00919895018274807,1.2544882472582746,19.073022534015383,92,4
Human_60_40,1144.9692425885946,1144.9692425885946,144.96924258859462,0.14496924258859467,False,False,-0.07339701793761699,0.004651996169653616,1.3551236375561304,1.1525840860296188,12,7
Normal_SectorStockAgent,1119.729893040969,1242.2056224473513,119.72989304096905,0.11972989304096915,False,False,-0.11312333097257465,0.00938147429496097,0.6905228198528022,14.873375980676876,86,6
OptionsOnly_NoIntervention,155.01385695148795,3755.752719595042,-844.9861430485121,-0.844986143048512,False,True,-0.9587262877710964,0.08005311294943898,-0.28280818803312047,15.958690653393532,75,1
